"R0000100","R0618301","T4112300"
11037,15108,77000
11038,82425,-5
11039,46696,-5
11040,37255,-5
11041,45809,-5
11042,11777,-5
11043,28679,-5
11044,29362,126000
11045,28259,-5
11046,17604,-5
11047,52926,-5
11048,69966,-5
11049,12840,-5
11050,19144,-5
11051,-4,24000
11052,69011,-5
11053,80092,-5
11054,27359,43920
11055,10911,-5
11056,12318,-5
11057,85423,-5
11058,91105,-5
11059,28375,-5
11060,15042,55702
11061,52834,-5
11062,34306,-5
11063,-4,-5
11064,73503,15940
11065,11506,-5
11066,92370,-5
11067,5783,-5
11068,24474,-5
11069,13637,-5
11070,8684,21564
11071,48853,113288
11072,26160,37000
11073,63340,-5
11074,30056,-5
11075,48788,33500
11076,80141,-5
11077,18764,-5
11078,8785,-5
11079,53275,-5
11080,28207,-5
11081,33576,-5
11082,15725,15000
11083,30985,-5
11084,2044,-5
11085,9921,-1
11086,53396,-5
11087,16460,-5
11088,9979,-5
11089,43299,-5
11090,23694,-5
11091,22720,-5
11092,11156,-5
11093,-4,-5
11094,-4,-5
11095,15068,-5
11096,7320,22512
11097,29771,-5
11098,28721,-5
11099,83849,-5
11100,37281,-5
11101,24292,-5
11102,13783,-5
11103,31781,-5
11104,9688,-5
11105,31881,-5
11106,5268,2400
11107,23317,-5
11108,58291,-5
11109,34548,69716
11110,49161,-5
11111,70168,-5
11112,27287,-5
11113,38988,-5
11114,47343,-5
11115,78787,-5
11116,80636,-5
11117,69419,-5
11118,-4,45858
11119,58393,-5
11120,74532,-5
11121,25291,-5
11122,77208,-5
11123,61572,-5
11124,21809,-5
11125,8485,-5
11126,35697,-5
11127,43919,-5
11128,40606,-5
11129,55905,-5
11130,32222,-5
11131,84696,-5
11132,65396,-5
11133,76931,-5
11134,64910,-5
11135,-4,-5
11136,44370,-5
11137,40332,-5
11138,17817,-5
11139,24787,-5
11140,18608,-5
11141,25583,-5
11142,46857,148000
11143,32037,-5
11144,34599,-5
11145,63736,-5
11146,39142,-5
11147,40748,-5
11148,73498,-5
11149,82545,-5
11150,42269,-5
11151,43405,-5
11152,78977,-5
11153,27733,-5
11154,82117,-5
11155,66777,-5
11156,15443,-5
11157,17747,0
11158,43111,-5
11159,46290,-5
11160,89115,-5
11161,46193,-5
11162,22190,-5
11163,25703,-5
11164,48904,-5
11165,44793,97000
11166,27951,-5
11167,17312,-5
11168,57667,-5
11169,23034,-5
11170,76103,-5
11171,96932,-5
11172,77947,-5
11173,-5,-5
11174,92622,-5
11175,74425,-5
11176,23390,-5
11177,67776,-5
11178,10669,-5
11179,20165,-5
11180,73669,-5
11181,34892,-5
11182,40317,-5
11183,26616,-5
11184,16138,-5
11185,24985,40000
11186,7958,-5
11187,17223,-5
11188,41248,-5
11189,34912,-5
11190,92314,-5
11191,33913,-5
11192,10252,-5
11193,17434,-5
11194,778,-5
11195,19664,-5
11196,38888,-5
11197,88609,-5
11198,85335,-5
11199,42726,72824
11200,17879,-5
11201,20250,-5
11202,32425,-5
11203,40755,-5
11204,79430,-5
11205,30800,-5
11206,-4,-5
11207,12980,-5
11208,33946,-5
11209,18886,110000
11210,4014,-5
11211,33012,-5
11212,-4,-5
11213,90260,-5
11214,76431,-5
11215,24205,-5
11216,39403,-5
11217,25988,-5
11218,97636,-5
11219,70110,-5
11220,82299,-5
11221,19596,62000
11222,92848,-5
11223,-4,-5
11224,69825,-5
11225,80950,-5
11226,80141,-5
11227,-4,13000
11228,43617,-5
11229,19812,-5
11230,9114,-5
11231,15521,0
11232,28197,-5
11233,53419,-5
11234,26688,-5
11235,52253,-5
11236,37626,-5
11237,41770,-5
11238,68000,-5
11239,67453,-5
11240,-4,-5
11241,65125,115000
11242,95804,-5
11243,-4,-5
11244,78987,-5
11245,58225,-5
11246,577,-5
11247,-4,69000
11248,74106,-5
11249,40008,-5
11250,32372,-5
11251,-4,-5
11252,-4,-5
11253,73918,-5
11254,84006,-5
11255,32247,-5
11256,-5,-5
11257,-5,-5
11258,46282,-5
11259,41983,-5
11260,34588,-5
11261,73679,-5
11262,29156,-5
11263,29723,-5
11264,42542,-5
11265,60987,-5
11266,55946,-5
11267,33146,-5
11268,38343,-5
11269,68730,-5
11270,91395,-5
11271,72176,-5
11272,68409,-5
11273,95043,-5
11274,-4,89020
11275,89105,108000
11276,39218,-5
11277,43848,-5
11278,44910,-5
11279,63279,-5
11280,57730,-5
11281,76555,-5
11282,13169,-5
11283,96848,-5
11284,57725,-5
11285,64178,-5
11286,54692,-5
11287,87092,-5
11288,49527,-5
11289,23448,-5
11290,34901,-5
11291,90238,-5
11292,40379,-5
11293,39481,-5
11294,55077,-5
11295,56185,-5
11296,52463,-5
11297,71986,-5
11298,63261,-5
11299,78917,-5
11300,75188,-5
11301,88859,125000
11302,64144,-5
11303,94484,-5
11304,68094,-5
11305,46114,-5
11306,-4,-5
11307,73214,-5
11308,92094,-5
11309,44020,186000
11310,53988,-5
11311,47922,-5
11312,89540,-5
11313,72237,-5
11314,98307,-5
11315,-5,-5
11316,84122,-5
11317,93554,90000
11318,-5,-5
11319,76966,40584
11320,45417,-5
11321,-4,-5
11322,-4,-5
11323,92183,-5
11324,76409,-5
11325,59437,135584
11326,69482,-5
11327,-4,-5
11328,78963,47050
11329,58340,-5
11330,54771,-5
11331,76180,-5
11332,53477,-5
11333,25234,-5
11334,52691,-5
11335,-4,-5
11336,39579,-5
11337,88047,57000
11338,35481,-5
11339,79831,-5
11340,78357,160000
11341,71477,-5
11342,-4,-5
11343,68196,-5
11344,19040,-5
11345,-5,-5
11346,59019,-5
11347,67538,-5
11348,-4,-5
11349,68828,-5
11350,53724,-5
11351,81517,-5
11352,28310,-5
11353,37560,-5
11354,38878,-5
11355,45183,-5
11356,51421,-5
11357,40368,-5
11358,58404,-5
11359,94226,-5
11360,41219,-5
11361,72853,-5
11362,35337,-5
11363,27422,-5
11364,61974,-5
11365,54378,-5
11366,78230,-5
11367,36051,-5
11368,62931,-5
11369,47013,-5
11370,-4,-5
11371,85200,-5
11372,97141,-5
11373,38851,-5
11374,60357,-5
11375,-5,-5
11376,79282,-5
11377,42589,-5
11378,-4,-5
11379,76083,-5
11380,56223,-5
11381,46960,-5
11382,71436,-5
11383,76833,-5
11384,56481,-5
11385,51286,-5
11386,92438,-5
11387,84388,-5
11388,85804,-5
11389,76622,-5
11390,55713,-5
11391,88129,-5
11392,92108,-5
11393,91219,-5
11394,63565,-5
11395,59602,-5
11396,67386,-5
11397,78975,-5
11398,45850,-5
11399,25341,-5
11400,27285,-5
11401,25976,-5
11402,54214,-5
11403,66593,-5
11404,65732,-5
11405,40312,-5
11406,21484,70000
11407,40587,-5
11408,67570,-5
11409,60792,-5
11410,49361,-5
11411,-4,-5
11412,24738,-5
11413,94640,-5
11414,65170,-5
11415,80535,-5
11416,58277,-5
11417,-4,-5
11418,80334,135000
11419,64152,-5
11420,60448,-5
11421,30465,-5
11422,15195,-5
11423,47855,-5
11424,83874,-5
11425,40028,-5
11426,-4,-5
11427,92637,-5
11428,76348,-5
11429,32502,-5
11430,52883,-5
11431,61113,-5
11432,76594,-5
11433,63304,-5
11434,62728,-5
11435,49013,-5
11436,82336,135000
11437,78724,-5
11438,51009,-5
11439,19352,-5
11440,43427,-5
11441,73388,76776
11442,57277,-5
11443,61439,-5
11444,26406,-5
11445,70858,-5
11446,38784,-5
11447,-4,-5
11448,52741,-5
11449,88223,-5
11450,99417,-5
11451,80939,-5
11452,30542,-5
11453,41716,-5
11454,-5,-5
11455,74877,-5
11456,51630,-5
11457,46301,-5
11458,73610,-5
11459,88508,-5
11460,52053,-5
11461,71244,-5
11462,-5,-5
11463,61579,-5
11464,88081,-5
11465,49106,-5
11466,56508,-5
11467,91730,35000
11468,72371,-5
11469,77986,-5
11470,54419,-5
11471,39686,-5
11472,-4,-5
11473,39466,-5
11474,44091,-5
11475,89446,-5
11476,82552,-5
11477,77121,-5
11478,36556,-5
11479,51267,-5
11480,60178,55600
11481,71848,-5
11482,74822,-5
11483,48409,-5
11484,88446,-5
11485,50584,-5
11486,67292,-5
11487,75341,-5
11488,54374,-5
11489,49127,-5
11490,81897,-5
11491,43947,-5
11492,89946,-5
11493,92614,-5
11494,62971,-5
11495,-4,-5
11496,-4,-5
11497,75547,-5
11498,58355,-5
11499,17167,-5
11500,-5,30000
11501,48248,-5
11502,88464,-5
11503,67738,-5
11504,77547,-5
11505,91014,-5
11506,27542,-5
11507,76787,113800
11508,55090,-5
11509,75496,-5
11510,47878,160800
11511,59031,-5
11512,49828,-5
11513,79604,-5
11514,61794,-5
11515,89250,-5
11516,44216,-2
11517,44860,-5
11518,65735,-5
11519,47070,-5
11520,59251,-5
11521,43174,-5
11522,84955,-5
11523,33529,62000
11524,37611,-5
11525,64048,110000
11526,-5,86000
11527,20658,-5
11528,-5,-5
11529,51515,-5
11530,91506,-5
11531,12902,-5
11532,74641,-5
11533,46546,-5
11534,87736,113916
11535,40362,37556
11536,39188,-5
11537,35003,-5
11538,-4,-5
11539,41079,-5
11540,40183,-5
11541,70493,-5
11542,27295,-5
11543,89862,-5
11544,99929,-5
11545,66329,-5
11546,55027,-5
11547,47088,-5
11548,78219,-5
11549,62802,-5
11550,48789,-5
11551,-4,-5
11552,63624,-5
11553,40602,-5
11554,40593,-5
11555,70902,-5
11556,57655,-5
11557,28529,-5
11558,89603,-5
11559,62469,-5
11560,29179,-5
11561,70855,-5
11562,69597,-5
11563,55411,-5
11564,37293,-5
11565,-4,100000
11566,80434,-5
11567,58856,-5
11568,73060,273722
11569,51388,-5
11570,46454,-5
11571,65521,-5
11572,44610,-5
11573,66705,-5
11574,78197,-5
11575,76000,-5
11576,73359,-5
11577,73868,-5
11578,37440,-5
11579,45225,-5
11580,71036,-5
11581,80130,67208
11582,58610,-5
11583,62813,-5
11584,80830,-5
11585,25651,-5
11586,63977,-5
11587,36275,69600
11588,57171,-5
11589,9828,-5
11590,95420,-5
11591,39118,-5
11592,75850,-5
11593,43624,-5
11594,34809,74000
11595,35239,-5
11596,30142,-5
11597,44124,-5
11598,48747,36710
11599,24300,-5
11600,41464,-5
11601,-4,115000
11602,32827,-5
11603,63784,-5
11604,47967,-5
11605,30728,-5
11606,26192,-5
11607,42933,-5
11608,31553,-5
11609,25408,-5
11610,70277,-5
11611,47071,-5
11612,17434,-5
11613,33859,-5
11614,49408,-5
11615,74428,-5
11616,-4,-5
11617,-4,-5
11618,94504,-5
11619,-4,-5
11620,-4,94000
11621,74685,-5
11622,36643,-5
11623,39633,-5
11624,31902,22000
11625,35449,-5
11626,19423,-5
11627,53950,-5
11628,49516,-5
11629,-4,73000
11630,43346,-5
11631,25223,-5
11632,15464,-5
11633,-5,-5
11634,52567,-5
11635,-5,-5
11636,19231,-5
11637,-4,150000
11638,84158,-5
11639,81707,-5
11640,69416,-5
11641,66486,-5
11642,80553,-5
11643,97855,-5
11644,60233,-5
11645,45833,-5
11646,53567,-5
11647,18821,-5
11648,19957,-5
11649,39557,-5
11650,45869,-5
11651,51339,154424
11652,61246,-5
11653,43665,-5
11654,28265,53000
11655,27379,-5
11656,30628,32000
11657,22209,-5
11658,28419,65000
11659,24270,-5
11660,30238,-5
11661,-5,-5
11662,-4,-5
11663,62858,-5
11664,10584,-2
11665,92535,-5
11666,-4,-5
11667,28473,-5
11668,-4,-5
11669,56605,-1
11670,77396,-5
11671,9235,-5
11672,44308,208000
11673,51616,-5
11674,60963,-2
11675,73295,-5
11676,38115,-5
11677,44586,-5
11678,56547,-5
11679,46904,-5
11680,54152,-5
11681,21573,-5
11682,78271,-5
11683,17042,-5
11684,32436,-5
11685,65640,-5
11686,82632,193600
11687,76196,-5
11688,71347,-5
11689,79428,-5
11690,79041,-5
11691,50216,-2
11692,38048,-5
11693,-4,-5
11694,66133,-5
11695,64230,-5
11696,-4,-2
11697,59424,-5
11698,91831,-5
11699,95616,-5
11700,62523,-5
11701,44158,-5
11702,34019,-5
11703,29238,11400
11704,58873,144000
11705,63269,-5
11706,42283,-5
11707,67927,-5
11708,73200,-5
11709,56984,-5
11710,69770,-5
11711,69781,-5
11712,73811,-5
11713,37526,-5
11714,48585,-5
11715,71960,-5
11716,68303,-5
11717,65731,-5
11718,89535,-5
11719,-4,-5
11720,92919,-5
11721,78886,-5
11722,39080,-5
11723,27293,-5
11724,47378,-5
11725,36531,-5
11726,33292,-5
11727,28246,-5
11728,67516,-5
11729,64308,-5
11730,77144,-5
11731,66011,-5
11732,68380,-5
11733,53797,-5
11734,79023,-5
11735,43489,-5
11736,37147,-5
11737,15128,-5
11738,53850,497763
11739,74540,-5
11740,99692,-5
11741,98751,-5
11742,61019,-5
11743,53357,-5
11744,63281,-5
11745,53757,71000
11746,44733,-5
11747,41892,-5
11748,91031,-5
11749,85807,-5
11750,46974,-5
11751,24592,40000
11752,8808,49000
11753,-5,-5
11754,5044,130000
11755,7350,125000
11756,-4,-1
11757,-4,-1
11758,80188,-5
11759,40534,99000
11760,0,36000
11761,24028,46000
11762,1792,22540
11763,47481,-5
11764,5947,4512
11765,11330,15000
11766,15749,-2
11767,-5,-5
11768,-5,-5
11769,67337,21322
11770,20914,54027
11771,-5,-5
11772,12676,16658
11773,17366,-5
11774,50176,-5
11775,86491,175000
11776,26798,77000
11777,90862,24668
11778,71422,10500
11779,78397,169000
11780,68857,-5
11781,57203,186705
11782,82513,-5
11783,52997,20000
11784,12145,-5
11785,19889,56948
11786,44583,-2
11787,20097,88000
11788,38440,-5
11789,54382,-5
11790,35299,64100
11791,66503,202000
11792,61687,15588
11793,11738,59600
11794,19708,-1
11795,32966,-5
11796,97147,-5
11797,40415,21308
11798,45075,22575
11799,26504,-5
11800,18254,150000
11801,8903,10800
11802,26740,-2
11803,-5,-5
11804,-5,-5
11805,-5,497763
11806,43089,98500
11807,40755,160300
11808,65571,67000
11809,68468,63500
11810,1127,10956
11811,823,31476
11812,3340,8376
11813,3222,125184
11814,2314,6400
11815,21716,49172
11816,78611,47000
11817,13198,-5
11818,12570,14000
11819,43124,47760
11820,62701,56000
11821,96046,-5
11822,41801,-5
11823,-4,190000
11824,48782,230500
11825,0,40000
11826,4529,8616
11827,7867,9360
11828,27906,20000
11829,7374,-2
11830,1457,-5
11831,11763,60000
11832,9266,-1
11833,13696,14834
11834,15525,105300
11835,60500,12600
11836,10178,0
11837,7649,-2
11838,23064,-2
11839,48275,10680
11840,7708,-5
11841,39048,199000
11842,85222,-5
11843,-5,-5
11844,23172,-2
11845,47552,54040
11846,9003,68516
11847,55125,20000
11848,48795,-5
11849,14611,52000
11850,24520,32000
11851,67970,-5
11852,81309,-5
11853,62053,84000
11854,68817,-2
11855,22504,-5
11856,19400,-5
11857,70946,105000
11858,37279,41000
11859,4896,-1
11860,61243,200000
11861,30814,2200
11862,59342,-5
11863,78549,105486
11864,16885,60000
11865,75534,-5
11866,53834,210000
11867,18000,43000
11868,54370,-5
11869,83763,79000
11870,72983,497763
11871,88152,23303
11872,81931,-5
11873,37469,183000
11874,52296,60000
11875,63866,104000
11876,30891,-2
11877,21150,-2
11878,39427,29000
11879,63777,-2
11880,44032,85000
11881,92255,47000
11882,89699,-5
11883,75428,33312
11884,18231,73008
11885,31039,66000
11886,79197,-1
11887,61341,31321
11888,39393,40000
11889,68263,67000
11890,1779,64000
11891,4028,7740
11892,92067,-5
11893,94632,273300
11894,55742,61500
11895,-5,83000
11896,-5,-5
11897,96751,-5
11898,80758,238000
11899,70501,125504
11900,-5,-5
11901,36943,49000
11902,39267,95000
11903,3969,-1
11904,6610,57000
11905,43256,79000
11906,85185,-1
11907,72402,-5
11908,-5,57300
11909,51061,18588
11910,39959,-5
11911,56834,119000
11912,51878,-5
11913,41570,114906
11914,27574,68000
11915,42503,24280
11916,45787,68648
11917,62412,48000
11918,89086,111211
11919,95601,112060
11920,83021,-2
11921,74201,-5
11922,71663,-5
11923,45430,51620
11924,91057,109052
11925,70000,51000
11926,86514,52060
11927,12015,-5
11928,23467,0
11929,93914,268000
11930,8718,52000
11931,20715,-1
11932,9829,0
11933,10208,29628
11934,12465,110400
11935,10590,80000
11936,38717,165000
11937,12877,90000
11938,3947,-5
11939,27064,24000
11940,48739,-5
11941,36721,193220
11942,52131,104490
11943,-4,25000
11944,37482,-5
11945,15874,40000
11946,-4,-5
11947,10751,120000
11948,54283,9744
11949,20859,90300
11950,6732,16000
11951,5413,11064
11952,7419,2400
11953,19822,-5
11954,5172,-5
11955,72750,-2
11956,47974,84000
11957,37125,-5
11958,42412,57200
11959,81450,-5
11960,28278,59740
11961,24733,-5
11962,87828,-5
11963,89793,251500
11964,90147,-5
11965,75807,-5
11966,95014,92000
11967,40616,51784
11968,14354,-2
11969,1467,-5
11970,18459,14900
11971,24339,-5
11972,37918,497763
11973,60113,-5
11974,-4,8664
11975,22133,-5
11976,20201,26000
11977,37452,-5
11978,19238,9000
11979,10752,-5
11980,1821,10000
11981,332,10000
11982,-5,-1
11983,962,-5
11984,34721,-5
11985,44128,-5
11986,-5,-5
11987,46201,34523
11988,63559,-1
11989,53004,-2
11990,85632,175800
11991,22235,0
11992,65990,-5
11993,36867,49523
11994,53337,-5
11995,45263,27800
11996,32146,-5
11997,19617,54000
11998,88703,-5
11999,81356,-5
12000,56178,103400
12001,92465,-5
12002,96046,-5
12003,52133,-5
12004,33085,34720
12005,39556,-5
12006,59085,70000
12007,22844,40000
12008,38202,30000
12009,51550,-5
12010,83535,-5
12011,8125,-5
12012,76322,73549
12013,61527,85000
12014,80790,100500
12015,44696,80000
12016,70816,219000
12017,30120,-5
12018,94157,96600
12019,69997,194100
12020,85439,-5
12021,82756,55393
12022,54756,44700
12023,74585,130000
12024,-4,-5
12025,-4,-1
12026,-4,-5
12027,93177,-5
12028,39966,-5
12029,69492,75476
12030,-4,-5
12031,66317,14400
12032,14177,45600
12033,50336,-5
12034,72753,100000
12035,64136,-2
12036,81701,38100
12037,6594,-5
12038,66912,-5
12039,65528,-2
12040,33691,-2
12041,16707,72501
12042,8479,117240
12043,5867,25200
12044,41848,62532
12045,87993,170100
12046,81954,497763
12047,71275,-5
12048,62162,-2
12049,98495,-5
12050,29860,-5
12051,-5,-5
12052,68169,-5
12053,58600,-5
12054,83962,59000
12055,49365,-2
12056,76886,-5
12057,58250,-2
12058,57221,85000
12059,96370,-5
12060,-5,-5
12061,88136,137600
12062,1350,-2
12063,98123,-5
12064,91448,497763
12065,45810,92800
12066,26619,15814
12067,73579,-5
12068,88023,129000
12069,77440,183656
12070,50856,132000
12071,94012,-5
12072,70510,117500
12073,32706,45886
12074,62891,-5
12075,94368,290300
12076,58498,22075
12077,88938,-5
12078,85714,-1
12079,6164,12000
12080,41604,70000
12081,55226,48000
12082,33649,-2
12083,42237,22115
12084,56342,82000
12085,15193,48880
12086,27908,0
12087,18164,-2
12088,97573,84000
12089,63613,90000
12090,53959,70000
12091,10556,23988
12092,53775,131000
12093,59265,151000
12094,30965,-5
12095,69959,-5
12096,78152,-5
12097,36668,55000
12098,82763,23033
12099,88359,91500
12100,51243,90000
12101,85384,107000
12102,62246,-5
12103,8052,179000
12104,83988,47000
12105,-4,129000
12106,76524,-5
12107,-4,70000
12108,29096,32000
12109,29938,-5
12110,56116,82000
12111,-5,100100
12112,25021,54000
12113,64178,166000
12114,55171,-5
12115,58643,16800
12116,74244,112000
12117,4218,-5
12118,3121,-2
12119,54283,120000
12120,24050,31200
12121,25567,1200
12122,20531,103500
12123,7223,-1
12124,2763,-2
12125,15881,56100
12126,10695,24000
12127,18781,-5
12128,64324,-2
12129,72169,35000
12130,27983,47000
12131,32593,-5
12132,2652,-2
12133,22983,2200
12134,22446,-5
12135,10769,43000
12136,17469,-5
12137,33411,-2
12138,40280,74336
12139,29169,-5
12140,31207,29730
12141,63958,165050
12142,25268,-1
12143,18221,108000
12144,33640,-5
12145,36797,-5
12146,14647,15500
12147,25624,51804
12148,13273,4320
12149,55854,32500
12150,36934,43548
12151,-5,-5
12152,-5,-5
12153,86029,184000
12154,33722,-5
12155,41062,-5
12156,37084,497763
12157,35318,-2
12158,387,58000
12159,33125,-5
12160,11753,-5
12161,16051,18000
12162,28366,26000
12163,78009,185000
12164,60985,-5
12165,-4,-5
12166,36140,-5
12167,-4,-5
12168,47111,-5
12169,13434,-5
12170,42799,-5
12171,18021,0
12172,1588,8544
12173,7786,-5
12174,-5,-5
12175,10417,55000
12176,12241,-1
12177,20237,46000
12178,12200,7224
12179,60412,88000
12180,60125,-5
12181,24994,93064
12182,78359,-5
12183,70956,245015
12184,3773,-2
12185,11916,-5
12186,7688,0
12187,1070,-5
12188,13859,49500
12189,21449,58800
12190,45654,-5
12191,7163,5786
12192,-5,-5
12193,10672,-2
12194,29438,119596
12195,73690,-5
12196,5764,34000
12197,47599,-5
12198,82454,-5
12199,28047,40200
12200,31088,-5
12201,7309,27279
12202,1249,-5
12203,13645,-5
12204,21064,40000
12205,2676,48000
12206,96461,200000
12207,38144,-5
12208,33337,-5
12209,17279,-5
12210,32171,45908
12211,27607,45000
12212,1118,-5
12213,-4,-5
12214,9007,-5
12215,30682,-5
12216,-4,-5
12217,7044,70000
12218,10266,46500
12219,16461,-5
12220,-4,-5
12221,39841,-5
12222,206,10416
12223,1756,3414
12224,20195,11280
12225,67812,-5
12226,9787,-2
12227,50461,-5
12228,41791,52000
12229,60275,-5
12230,28374,-5
12231,55988,-5
12232,46774,-5
12233,21676,-5
12234,87540,-5
12235,69833,-5
12236,24358,-5
